76.686 0.994493
78.215 0.994231
79.745 0.99397
81.274 0.993708
82.803 0.993447
84.332 0.993185
85.862 0.992924
87.391 0.992663
88.92 0.992401
90.45 0.99214
91.979 0.991879
93.508 0.991618
95.037 0.991357
96.567 0.991097
98.096 0.990836
99.625 0.990576
101.154 0.990315
102.684 0.990054
104.213 0.989791
105.742 0.989524
107.272 0.989252
108.801 0.988975
110.33 0.988689
111.859 0.988392
113.389 0.988082
114.918 0.987754
116.447 0.987406
117.977 0.98703
119.506 0.986627
121.035 0.986198
122.564 0.985748
124.094 0.985281
125.623 0.984809
127.152 0.984344
128.682 0.983909
130.211 0.98352
131.74 0.98316
133.269 0.982782
134.799 0.982275
136.328 0.981155
137.857 0.97724
139.387 0.974507
140.916 0.973705
142.445 0.97345
143.974 0.971423
145.504 0.966566
147.033 0.964557
148.562 0.965757
150.092 0.966034
151.621 0.964886
153.15 0.965158
154.679 0.956174
156.209 0.942782
157.738 0.938819
159.267 0.938802
160.797 0.937925
162.326 0.94598
163.855 0.94487
165.384 0.938549
166.914 0.927278
168.443 0.91337
169.972 0.909257
171.502 0.907875
173.031 0.894781
174.56 0.886201
176.089 0.877097
177.619 0.865371
179.148 0.849039
180.677 0.837217
182.207 0.839484
183.736 0.842891
185.265 0.842179
186.794 0.836565
188.324 0.831279
189.853 0.824412
191.382 0.811853
192.912 0.800586
194.441 0.794914
195.97 0.788133
197.499 0.784259
199.029 0.786826
200.558 0.792198
202.087 0.790932
203.617 0.792482
205.146 0.799825
206.675 0.804755
208.204 0.798526
209.734 0.774535
211.263 0.760906
212.792 0.75289
214.322 0.746213
215.851 0.73889
217.38 0.727351
218.909 0.711324
220.439 0.703619
221.968 0.702239
223.497 0.704292
225.027 0.703157
226.556 0.699844
228.085 0.697712
229.614 0.696525
231.144 0.694917
232.673 0.68804
234.202 0.675298
235.732 0.663267
237.261 0.650912
238.79 0.651922
240.319 0.657691
241.849 0.653622
243.378 0.638736
244.907 0.621983
246.437 0.613171
247.966 0.60549
249.495 0.597557
251.024 0.588957
252.554 0.578569
254.083 0.566133
255.612 0.559176
257.142 0.555648
258.671 0.552041
260.2 0.547998
261.729 0.543802
263.259 0.539803
264.788 0.536694
266.317 0.534135
267.847 0.531534
269.376 0.528524
270.905 0.52467
272.434 0.519577
273.964 0.513166
275.493 0.506046
277.022 0.499524
278.552 0.494441
280.081 0.490374
281.61 0.486479
283.139 0.482145
284.669 0.477531
286.198 0.473062
287.727 0.469033
289.257 0.465504
290.786 0.462496
292.315 0.460125
293.844 0.45854
295.374 0.457544
296.903 0.456631
298.432 0.455221
299.962 0.453063
301.491 0.450172
303.02 0.446735
304.549 0.442909
306.079 0.438732
307.608 0.434137
309.137 0.429191
310.667 0.424247
312.196 0.419508
313.725 0.414916
315.254 0.410401
316.784 0.405929
318.313 0.401476
