0.000000e+00 4.869188e-24
1.000000e+00 3.151033e-03
2.000000e+00 1.775657e-02
3.000000e+00 2.163695e-02
4.000000e+00 3.045012e-02
5.000000e+00 3.299867e-02
6.000000e+00 2.128156e-02
7.000000e+00 1.999797e-02
8.000000e+00 1.777475e-02
9.000000e+00 1.741231e-02
1.000000e+01 1.454020e-02
1.100000e+01 1.183306e-02
1.200000e+01 1.156729e-02
1.300000e+01 1.069651e-02
1.400000e+01 9.559208e-03
1.500000e+01 8.463054e-03
1.600000e+01 8.175543e-03
1.700000e+01 6.269646e-03
1.800000e+01 4.812234e-03
1.900000e+01 3.366807e-03
2.000000e+01 2.533535e-03
2.100000e+01 1.683926e-03
2.200000e+01 8.835700e-04
2.300000e+01 5.415798e-04
2.400000e+01 2.340583e-04
2.500000e+01 1.203253e-04
2.600000e+01 2.029064e-05
2.700000e+01 1.358108e-05
2.800000e+01 4.130767e-08
