ring 0.133333333333 0.133333333333 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.133333333333 0.266666666667 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.133333333333 0.133333333333 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.266666666667 0.266666666667 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.266666666667 0.133333333333 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.266666666667 0.266666666667 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.4 0.133333333333 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.4 0.266666666667 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.4 0.133333333333 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.533333333333 0.266666666667 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.533333333333 0.133333333333 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.533333333333 0.266666666667 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.666666666667 0.133333333333 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.666666666667 0.266666666667 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.666666666667 0.133333333333 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.8 0.266666666667 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.8 0.133333333333 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.8 0.266666666667 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.133333333333 0.4 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.133333333333 0.533333333333 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.133333333333 0.4 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.266666666667 0.533333333333 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.266666666667 0.4 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.266666666667 0.533333333333 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.4 0.4 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.4 0.533333333333 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.4 0.4 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.533333333333 0.533333333333 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.533333333333 0.4 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.533333333333 0.533333333333 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.666666666667 0.4 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.666666666667 0.533333333333 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.666666666667 0.4 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.8 0.533333333333 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.8 0.4 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.8 0.533333333333 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.133333333333 0.666666666667 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.133333333333 0.8 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.133333333333 0.666666666667 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.266666666667 0.8 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.266666666667 0.666666666667 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.266666666667 0.8 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.4 0.666666666667 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.4 0.8 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.4 0.666666666667 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.533333333333 0.8 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.533333333333 0.666666666667 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.533333333333 0.8 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.666666666667 0.666666666667 0.133333333333 1 0 0 0.1 0.0333333333333
ring 0.666666666667 0.8 0.133333333333 0 0 1 0.1 0.0333333333333
ring 0.666666666667 0.666666666667 0.266666666667 0 1 0 0.1 0.0333333333333
ring 0.8 0.8 0.133333333333 0 1 0 0.1 0.0333333333333
ring 0.8 0.666666666667 0.266666666667 0 0 1 0.1 0.0333333333333
ring 0.8 0.8 0.266666666667 1 0 0 0.1 0.0333333333333
ring 0.133333333333 0.133333333333 0.4 1 0 0 0.1 0.0333333333333
ring 0.133333333333 0.266666666667 0.4 0 0 1 0.1 0.0333333333333
ring 0.133333333333 0.133333333333 0.533333333333 0 1 0 0.1 0.0333333333333
ring 0.266666666667 0.266666666667 0.4 0 1 0 0.1 0.0333333333333
ring 0.266666666667 0.133333333333 0.533333333333 0 0 1 0.1 0.0333333333333
ring 0.266666666667 0.266666666667 0.533333333333 1 0 0 0.1 0.0333333333333
ring 0.4 0.133333333333 0.4 1 0 0 0.1 0.0333333333333
ring 0.4 0.266666666667 0.4 0 0 1 0.1 0.0333333333333
ring 0.4 0.133333333333 0.533333333333 0 1 0 0.1 0.0333333333333
ring 0.533333333333 0.266666666667 0.4 0 1 0 0.1 0.0333333333333
ring 0.533333333333 0.133333333333 0.533333333333 0 0 1 0.1 0.0333333333333
ring 0.533333333333 0.266666666667 0.533333333333 1 0 0 0.1 0.0333333333333
ring 0.666666666667 0.133333333333 0.4 1 0 0 0.1 0.0333333333333
