x,y,z,c
0.42657013956901285168,0.2761156650438842397,0.015625,2965
0.39546760110845280423,0.27516307203342305066,0.015625,2965
0.36465245606342067131,0.2788683591022761421,0.015625,2965
0.33476345935034745871,0.28720005199834341969,0.015625,2965
0.30645712554486326251,0.30008596533262665851,0.015625,2965
0.45240499749811907693,0.28087349701418545811,0.015625,2966
0.42168837063390812725,0.27580270829910114028,0.015625,2966
0.390625,0.27555503523168373148,0.015625,2966
0.35988032389232693653,0.28001821319662117959,0.015625,2966
0.33010765371990025141,0.28912631555600404321,0.015625,2966
0.48208138655458709909,0.29014032988206106545,0.015625,2967
0.45246850592557047444,0.28066711528338372794,0.015625,2967
0.421875,0.27567688657823230525,0.015625,2967
0.39087973280192178649,0.27539657634391162544,0.015625,2967
0.3600993466321701364,0.27978076073857977013,0.015625,2967
0.50382203351278653791,0.30099891159086045178,0.015625,2968
0.47562148371068319053,0.28775128817834078054,0.015625,2968
0.44569205195873512482,0.27920332010589415939,0.015625,2968
0.41481771653596483107,0.27528134592364628119,0.015625,2968
0.38365986547682351393,0.27619335078908385794,0.015625,2968
0.35764080818149140972,0.28042619831899306959,0.015625,2999
0.32806813958146219257,0.2898472708565754119,0.015625,2999
0.30069888568801433903,0.3042149957920180503,0.015625,2999
0.27629628600470518274,0.32318391573267224448,0.015625,2999
0.25553114624781858577,0.34624730416067506233,0.015625,2999
0.38833638223479993723,0.27575463911323222499,0.015625,3000
0.35759263308205446741,0.28036729172631558171,0.015625,3000
0.328125,0.28994033835482768691,0.015625,3000
0.30070461669516668213,0.30433095285774147687,0.015625,3000
0.2760977648403830087,0.32328498057111870745,0.015625,3000
0.41030398771005499592,0.27468527264241110464,0.015625,3001
0.37922942021505229304,0.27615429208924313631,0.015625,3001
0.34886736013412600332,0.28242783642751512208,0.015625,3001
0.31993845603331849681,0.29352496211346246202,0.015625,3001
0.29316413082329317863,0.30930423432622716762,0.015625,3001
0.51684697386533173802,0.3101331946339414003,0.015625,3004
0.48999935839755687228,0.29432695598411973137,0.015625,3004
0.46095769354703697296,0.28319680856839368754,0.015625,3004
0.43052126816618657701,0.2767089109861897156,0.015625,3004
0.39939109699944497223,0.27513961705257183876,0.015625,3004
0.5361690574684546684,0.32482071546163943099,0.015625,3005
0.51155104701188636174,0.30595729898763524002,0.015625,3005
0.484375,0.2912917159306295245,0.015625,3005
0.45515614099248619118,0.28124985540192565248,0.015625,3005
0.42461039462772687259,0.27575905690049873353,0.015625,3005
0.55586087935521988346,0.34728231931016817491,0.015625,3006
0.53483296419743009409,0.32430241227573497476,0.015625,3006
0.51015256175973977548,0.3053602138740469929,0.015625,3006
0.48266244958235887674,0.29080177636420345699,0.015625,3006
0.45303079029493420471,0.28115990920678302079,0.015625,3006
0.31864282036452307167,0.2940933494937403303,0.015625,3034
0.29217566723372390136,0.31022122293055709452,0.015625,3034
0.26923411256589913076,0.33083562969507074314,0.015625,3034
0.25049644624185729569,0.35532684785587204113,0.015625,3034
0.236740572513536085,0.38309488942757707886,0.015625,3034
0.33905633149511371638,0.2852626885594901629,0.015625,3035
0.31045838974781631014,0.29755440559624485308,0.015625,3035
0.28488802221652886892,0.31513263343316433307,0.015625,3035
0.26315799946000062448,0.33728047423836648999,0.015625,3035
0.24598875298604450101,0.36321427544738188464,0.015625,3035
0.5659652022549395145,0.36401134143405117216,0.015625,3042
0.54764263627413212188,0.33868387764135726714,0.015625,3042
0.5251606744132157889,0.31696972344280543998,0.015625,3042
0.49951826247470060283,0.29904022251568590507,0.015625,3042
0.47124697160152989595,0.28578522042641574252,0.015625,3042
0.57613672240940339009,0.38352458228660407658,0.015625,3043
0.5616124595079904358,0.35610637498665276279,0.015625,3043
0.54243468535385797047,0.331868271704572948,0.015625,3043
0.51924225282000502357,0.3114123854954305437,0.015625,3043
0.4927970708838409486,0.29513416975941680898,0.015625,3043
0.75953193208598623887,0.31524955159607309652,0.015625,3048
0.72947992313640397377,0.3166414519611767675,0.015625,3048
0.703125,0.32969164548243745649,0.015625,3048
0.68504798801413491205,0.35265970812076385954,0.015625,3048
0.67856955759110038073,0.38171171277385312903,0.015625,3048
0.79056032782564900074,0.33541957796468035991,0.015625,3049
0.76467093401632846295,0.31926205006844399215,0.015625,3049
0.734375,0.31691718943211494297,0.015625,3049
0.70609421313556097743,0.32813511006136597548,0.015625,3049
0.68590345457090307058,0.3511196348477942375,0.015625,3049
0.80570092527435022145,0.36330353724020453265,0.015625,3050
0.79119937172270093928,0.33656270425343437491,0.015625,3050
0.7670127798352102122,0.31936136182442648179,0.015625,3050
0.73796298777371505118,0.31479805304052671522,0.015625,3050
0.70920540565963885449,0.32310699404330567308,0.015625,3050
0.80635462791476442135,0.38871703594007173121,0.015625,3051
0.80414064436923593515,0.35918752497082601094,0.015625,3051
0.78935224107021240147,0.33443857354233619272,0.015625,3051
0.76518167972828088352,0.3188489332666339382,0.015625,3051
0.73578319666790770182,0.31593602766211520416,0.015625,3051
0.28240921523947637439,0.31695758632637893726,0.015625,3069
0.26111677175782466165,0.33959213320857384311,0.015625,3069
0.24450869683115408759,0.36572789660751092722,0.015625,3069
0.23310666507836166894,0.39450625831186125758,0.015625,3069
0.22735331359706020815,0.42502937051270672786,0.015625,3069
0.29748542413858963807,0.30630124751568565955,0.015625,3070
0.27343282619547593093,0.32593906936503891369,0.015625,3070
0.25356291771099470633,0.34966800937443454078,0.015625,3070
0.23864185880567065356,0.37678255312198688509,0.015625,3070
0.22910735021107705989,0.40633200828079807376,0.015625,3070
0.5842309601585439216,0.40649350032842507252,0.015625,3079
0.57371459357803400447,0.37732608955398555528,0.015625,3079
0.55808608544317217515,0.35055914673201660214,0.015625,3079
0.53782975830853485544,0.32707080187106724045,0.015625,3079
0.51352140192329431834,0.3076619871541032003,0.015625,3079
0.58649544070134440599,0.42489832273543737262,0.015625,3080
0.57978608656129793086,0.39468737529826958266,0.015625,3080
0.56779835932150657385,0.3664592501908718325,0.015625,3080
0.55109949509189237737,0.34101756779760328264,0.015625,3080
0.53028784251984306675,0.31912710057151683074,0.015625,3080
0.71996463474550320694,0.31608706385110824089,0.015625,3083
0.6962983960270231476,0.33467440074477372569,0.015625,3083
0.68246587033684436019,0.36105172990957073997,0.015625,3083
0.68140114938934914779,0.39064086754465121576,0.015625,3083
0.69333453187618987457,0.41818845973535745397,0.015625,3083
0.73763242671218653967,0.31565985404099677902,0.015625,3084
0.70895000724512735601,0.3241388118914482197,0.015625,3084
0.68805745084172664772,0.34504162341507094158,0.015625,3084
0.67957936578741895417,0.37361381155265949161,0.015625,3084
0.68651696714473009475,0.40360732225055628852,0.015625,3084
0.79454814203427170938,0.41681303783919892991,0.015625,3087
0.80645217351763498481,0.38907226861712101984,0.015625,3087
0.80438372618746145637,0.35937500000000005551,0.015625,3087
0.78867736454726322659,0.33376590057491489771,0.015625,3087
0.76254766852941369137,0.3177911778595743364,0.015625,3087
0.26386932797860296329,0.3365387967143142478,0.015625,3105
0.24645997992932092147,0.36222222122792546717,0.015625,3105
0.23430368183405514415,0.390625,0.015625,3105
0.22784519190631899455,0.42083583286797593415,0.015625,3105
0.2273335227059156971,0.45185791381851136972,0.015625,3105
0.58777569344411773056,0.45158093361201984139,0.015625,3116
0.58601397111223796355,0.42060325011022331454,0.015625,3116
0.57852782178989015094,0.39062500000000005551,0.015625,3116
0.56556256556420259063,0.36257271302895477394,0.015625,3116
0.54758852637379795691,0.33727160142013862254,0.015625,3116
0.69617728264068967636,0.33396849459409627681,0.015625,3119
0.68249181287805293916,0.36074754975336520424,0.015625,3119
0.6821345038507224956,0.390625,0.015625,3119
0.69478776040571277317,0.41816752358830788783,0.015625,3119
0.7180619719298246828,0.43838266466668424082,0.015625,3119
0.76785320840687110167,0.43612483004846086532,0.015625,3123
0.79229909395104525238,0.41781924739655723622,0.015625,3123
0.80530527636558568716,0.390625,0.015625,3123
0.80434370218576578537,0.36052935611130132454,0.015625,3123
0.78911523595378973983,0.33413356791772663712,0.015625,3123
0.24607647829588669142,0.36301282620148400682,0.015625,3141
0.23400036443275515352,0.39160283349290070376,0.015625,3141
0.22774757017638827539,0.421875,0.015625,3141
0.22749199331947594915,0.4527864605088535721,0.015625,3141
0.23326570099198692954,0.48328251486774581602,0.015625,3141
0.58259252031140862371,0.48345696581390495972,0.015625,3152
0.58743706920024874041,0.45278683310710676757,0.015625,3152
0.58614215960307969322,0.421875,0.015625,3152
0.57890162994393434825,0.39178614237941067344,0.015625,3152
0.56593686716766711253,0.36355902922111521525,0.015625,3152
0.6783672458140187489,0.37055053543493726709,0.015625,3156
0.68422931988711577223,0.40017391094020743347,0.015625,3156
0.70144472353469522474,0.42431875096922450075,0.015625,3156
0.72710663350928950166,0.43909620603677568251,0.015625,3156
0.75705446992208547119,0.44255942071154408257,0.015625,3156
0.71404918932855976355,0.43639646316049646169,0.015625,3158
0.74426655647569650576,0.44162623906713355248,0.015625,3158
0.77340940597003504653,0.43349827244394373293,0.015625,3158
0.79592034765835195653,0.41344279362802016653,0.015625,3158
0.80707272884728431528,0.38500279102209966631,0.015625,3158
0.74176914407388960804,0.44309424325989615889,0.015625,3159
0.76972654893101188911,0.4362770113323364285,0.015625,3159
0.79189086019897048097,0.41873010136891630761,0.015625,3159
0.80498468814580426134,0.39324767030576157634,0.015625,3159
0.80682794863243678662,0.36374413664799110091,0.015625,3159
0.23391317233545999565,0.39180090134051975825,0.015625,3177
0.22770300117974892617,0.42221311822275059411,0.015625,3177
0.22752600957366900247,0.453125,0.015625,3177
0.23337454428669213158,0.48347369367560699693,0.015625,3177
0.24509813009798928074,0.51220467704581995605,0.015625,3177
0.57102109615729723657,0.51236507938767217318,0.015625,3188
0.58244196068274212141,0.4835527211051610097,0.015625,3188
0.58757792177330281369,0.453125,0.015625,3188
0.58637800511655846503,0.42226765768782248411,0.015625,3188
0.5790218170329007874,0.39212690293835855693,0.015625,3188
0.68232329142832570668,0.39206111938954590901,0.015625,3192
0.69408242025104516237,0.41974270212670428126,0.015625,3192
0.71678947317350560908,0.43854123163052327605,0.015625,3192
0.74573191625766366286,0.4434566548290884147,0.015625,3192
0.77397462520545501352,0.43415985794670763909,0.015625,3192
0.68700271427773140775,0.40927872511822760426,0.015625,3193
0.70842027820945630001,0.43024856845391223903,0.015625,3193
0.73715038712868063975,0.43989335998287149021,0.015625,3193
0.76717111834907847356,0.43614604332310219492,0.015625,3193
0.79237424244982401778,0.41907725203821361015,0.015625,3193
0.70336185603069767414,0.42779054511222447399,0.015625,3194
0.72997949368067949205,0.44062745918685358726,0.015625,3194
0.75892737662663245501,0.44102872579770058259,0.015625,3194
0.78493138567099374203,0.42814960424386916404,0.015625,3194
0.80311142432920246126,0.40484434907250216318,0.015625,3194
0.22763716006096598732,0.4230192618713035646,0.015625,3213
0.22757517833572907251,0.45406047424736906137,0.015625,3213
0.23364361693734808645,0.484375,0.015625,3213
0.24564070304976262649,0.51286191282022963733,0.015625,3213
0.26321927457704497044,0.53843579935410224024,0.015625,3213
0.55348575946234690459,0.53868506061563070642,0.015625,3224
0.57074365931504333904,0.51295178193832402513,0.015625,3224
0.58229231903231437606,0.48437499999999994449,0.015625,3224
0.58759105773111297566,0.45401271913358187682,0.015625,3224
0.5864168340376925137,0.42305206587312321753,0.015625,3224
0.22702887893765080762,0.4509812961079293081,0.015625,3249
0.23261970940999657231,0.48147314025395099302,0.015625,3249
0.24395413346523225906,0.5101830930802830899,0.015625,3249
0.26059675907860702093,0.53620723209487564098,0.015625,3249
0.28175674100016884216,0.55894124575962755852,0.015625,3249
0.2290451926662929738,0.46773628023205876536,0.015625,3250
0.23879186674244007316,0.49732861949864148876,0.015625,3250
0.2540091743787670775,0.52455815966501040393,0.015625,3250
0.27363173264582141275,0.54879874669466222059,0.015625,3250
0.29731102028088601807,0.56913505770869554645,0.015625,3250
0.5162768719455379518,0.57146926330348313261,0.015625,3259
0.54080261227941983648,0.55238046442252508594,0.015625,3259
0.56119476041324156679,0.52903478979686890948,0.015625,3259
0.57651869211576944885,0.50211347090736702103,0.015625,3259
0.58594803718237342682,0.47247022482046108216,0.015625,3259
0.53156211202603076416,0.561429491069741049,0.015625,3260
0.55324222722108684636,0.53914434151880408219,0.015625,3260
0.57030604426602637957,0.51330156494984102711,0.015625,3260
0.58200716602247792864,0.48466804095389109941,0.015625,3260
0.58771146912922478389,0.45416178880882490665,0.015625,3260
0.23634659180250505717,0.49236248387035769225,0.015625,3286
0.25023594490306710902,0.52007580168953781996,0.015625,3286
0.2689595919338898522,0.54459771262011913429,0.015625,3286
0.29177040376109764086,0.5653532191980352728,0.015625,3286
0.31813301754850037417,0.58161837566108054443,0.015625,3286
0.24516584205376618089,0.51242593285907944711,0.015625,3287
0.26238237001801667514,0.53827116859729917664,0.015625,3287
0.28392466116105014029,0.56052919304010484502,0.015625,3287
0.30935452294750626079,0.57819764460766165382,0.015625,3287
0.33783440743475295909,0.59064056448635526841,0.015625,3287
0.47570985031820284261,0.59263646246545331753,0.015625,3294
0.50396474280099579079,0.57926458998000973644,0.015625,3294
0.52943188951847042212,0.56122943663884883314,0.015625,3294
0.55167047437083871486,0.53935774141891856814,0.015625,3294
0.56971261560684771652,0.5138699042147284457,0.015625,3294
0.49705983508588286179,0.58378301424753253901,0.015625,3295
0.52307525507829388811,0.56712916046542949378,0.015625,3295
0.5458556392650666389,0.54661659882418855982,0.015625,3295
0.56478135614328361935,0.5225324458240482306,0.015625,3295
0.57927665522196403192,0.49531058211553630199,0.015625,3295
0.25566270373034327701,0.53045084197357161848,0.015625,3323
0.27602794383994572192,0.55271591384135188019,0.015625,3323
0.29992951473489043446,0.57141713714383224332,0.015625,3323
0.32685868086860420112,0.58596062921330727136,0.015625,3323
0.35602907540828704347,0.59618590115947645014,0.015625,3323
0.27609702358308002568,0.55242087143221085821,0.015625,3324
0.30074802390809929342,0.57140212878834240051,0.015625,3324
0.328125,0.58608481015028612848,0.015625,3324
0.35741782893945100996,0.59648787886988285933,0.015625,3324
0.38799696495448487976,0.60243334977744156244,0.015625,3324
0.29024846519828934044,0.56459079776155307595,0.015625,3325
0.31669530952379265631,0.58103838571264287971,0.015625,3325
0.34524845722929908831,0.59334626349564922876,0.015625,3325
0.37532565710472004517,0.60125640153298931523,0.015625,3325
0.40630357934924343777,0.60452974110786716899,0.015625,3325
0.42723709112474594907,0.60335476656828268549,0.015625,3329
0.45784690885310169728,0.59819161662644704247,0.015625,3329
0.48707749157842844534,0.58813525328352156407,0.015625,3329
0.514220109274581616,0.57334679345371719617,0.015625,3329
0.53873171538998165797,0.55430817616582017671,0.015625,3329
0.45802586743190909502,0.59802477239012952204,0.015625,3330
0.48738759392462194242,0.58770026148410103861,0.015625,3330
0.51460261671653395599,0.57272426032322620859,0.015625,3330
0.53914218579276307342,0.55367182806034354048,0.015625,3330
0.56045531462224129626,0.53104003134363475525,0.015625,3330
0.30364379939999824876,0.5740033399686860216,0.015625,3361
0.33154768962876840499,0.58778726164787475916,0.015625,3361
0.36102175983503992374,0.5975162241609774938,0.015625,3361
0.39158191472290465596,0.60287747740954988895,0.015625,3361
0.42268047046910162123,0.60360620677943510604,0.015625,3361
0.33068472046734126435,0.58725711141628156309,0.015625,3362
0.3600914908920057611,0.59741487306048868255,0.015625,3362
0.390625,0.60292448433553480491,0.015625,3362
0.42163916335653550682,0.60357348174335301305,0.015625,3362
0.45245150939185696526,0.59931951855672693785,0.015625,3362
0.36025200002238627617,0.597371226440755132,0.015625,3363
0.39085920620880215681,0.60292133775217848779,0.015625,3363
0.421875,0.60353564017626060156,0.015625,3363
0.45260202254512421627,0.5992518022016953827,0.015625,3363
0.48236524906346328612,0.59020500515683560483,0.015625,3363
0.39127979975376747657,0.60290471892461749981,0.015625,3364
0.42239715730641047564,0.60347024255223113975,0.015625,3364
0.453125,0.59906326716600921678,0.015625,3364
0.48273596399890089659,0.58978427860194271304,0.015625,3364
0.51045606890542860601,0.57567632900160892184,0.015625,3364
0.41059418543782072453,0.60424211725566390196,0.015625,3365
0.44163553665707178109,0.60223112376625720366,0.015625,3365
0.47186360336641353097,0.59509547549764374441,0.015625,3365
0.50028778966510378812,0.58263335781245084721,0.015625,3365
0.52596799747772726707,0.56506160568715735337,0.015625,3365
0.76485703237316360337,0.67573364553142489797,0.015625,3444
0.73437354183701586408,0.6735610523132855576,0.015625,3444
0.70508333689058144689,0.68058630812973563984,0.015625,3444
0.67966685709771168522,0.69650003492542855721,0.015625,3444
0.66017567551945355309,0.71950501343581296787,0.015625,3444
0.79380368366498166299,0.68767568443007176526,0.015625,3445
0.76501191702535398242,0.67638907775739209871,0.015625,3445
0.734375,0.67438047262314027019,0.015625,3445
0.70464627184091577217,0.68171304539599764105,0.015625,3445
0.67877506919037311484,0.69837327001482629729,0.015625,3445
0.81702090480486844193,0.70775057182563960723,0.015625,3446
0.79378130670459001728,0.68769952823474711501,0.015625,3446
0.765625,0.67623607201715152382,0.015625,3446
0.73525320289917728278,0.67391481210306813932,0.015625,3446
0.70523706801201790917,0.68065413572332011949,0.015625,3446
0.8275215910745444825,0.72816260606623139928,0.015625,3447
0.81166061168114056468,0.7019889660978231305,0.015625,3447
0.78777379620385390435,0.68340701166208872586,0.015625,3447
0.75881898400191727383,0.67421724730969245787,0.015625,3447
0.72812479103217309095,0.67523280124896944976,0.015625,3447
0.72610584455705995399,0.67475134250279389381,0.015625,3479
0.69739302127312363666,0.68465705219864692044,0.015625,3479
0.67419884012887720814,0.70377007301234317804,0.015625,3479
0.65890876448203716809,0.72976393566131436685,0.015625,3479
0.65389145581867247348,0.75992151331265889169,0.015625,3479
0.74751398818553738135,0.67353019357690124824,0.015625,3480
