t iter dt dta diff m1 m2 ekin c1x c1y c1z c2x c2y c2z vc1x vc1y vc1z vc2x vc2y vc2z v1x v1y v1z v2x v2y v2z meshposx meshvelx meshvelz enstr 
0.3336110355139731 499 0.003369798338524982 0.003369798338524965 0.0003354245711099435 0.2429243545211339 0.007075645478866131 2.04812318779721e-05 0.2469003257262122 0.2443063587888397 0.5101980674249831 0.3564194601658199 0.445476740634792 0.1498752016368692 -0.001519272408855643 -0.0002051347453358003 -2.581853771078413e-05 0.05256013233182793 0.007778215527410637 -0.000431016994168267 -0.001540347508211893 -0.0002180693742456595 -2.385481191191774e-06 0.05295675633251853 0.00747770198166534 -0.0003379062371193719 0 0 0 0.0471528281223288 
0.6705908693664725 964 0.003369798338524982 0.003369798338525021 0.0009234802781466094 0.2429247440326364 0.007075255967363627 3.588772289213395e-05 0.2460790131148385 0.244353488692128 0.5101423687536566 0.3846247739766382 0.4438696381402173 0.151767745968248 -0.003069527964865208 0.0006489949728475099 -0.0004396472287269764 0.1054455112184022 -0.02220330367665519 0.01495216254824428 -0.003075909428025916 0.000652568893775021 -0.0004356990473394513 0.105535494660515 -0.02237219845437621 0.01502367052910281 0 0 0 0.03148515526792643 
0.9577584061375878 1610 0.002895401047116301 0.001447700523558082 0.0004498198031898015 0.2429252824840683 0.007074717515931703 4.328314975734473e-05 0.2452331811364112 0.244656024492164 0.5099541739084207 0.4136787357770821 0.4334966211591603 0.1582025355566163 -0.002151991783910673 0.001081555992293644 -0.0006827717236462695 0.07383581288141441 -0.0372019051783623 0.02356432849743687 -0.002220572992073597 0.00112772811615878 -0.0007145885816498095 0.07633658061735488 -0.03864445110698909 0.02437824135196678 0 0 0 0.04642993051937581 
1.292456837480135 2155 0.003369798338524982 0.003369798338525021 0.000868897594395682 0.2429258251550161 0.007074174844983884 2.478286093204966e-05 0.244705799606986 0.2449824635555253 0.5097101283365089 0.4318018393934474 0.4223012517684169 0.1665560308874594 -0.001163588840552013 0.0008274127285051449 -0.0007933225542405269 0.04000541426896458 -0.02836765179437543 0.02715443122831131 -0.00116155008600229 0.0008309677038771459 -0.000806503718888968 0.0400715105226556 -0.02853618019140754 0.02729103143202619 0 0 0 0.04051909595683657 
1.629436671332637 2602 0.003369798338524982 0.003369798338525021 0.0008960321187637802 0.2429254655558239 0.007074534444176107 1.576911280394425e-05 0.2444046720851201 0.2452033056620438 0.5094385223505792 0.4421324504651548 0.4147089592073768 0.175899883693263 -0.0006956187443628544 0.0004999722173306794 -0.0007970681994657354 0.02407138003215873 -0.01700915322301425 0.0270570904541782 -0.000703547796416904 0.0004998903512593538 -0.0008098221445719412 0.02418801603462216 -0.01717912172920713 0.0270939998498242 0 0 0 0.02373516745138289 
1.966416505185139 3004 0.003369798338524982 0.003369798338525021 0.0004958977082436084 0.2429253720106553 0.007074627989344735 7.209627771130346e-06 0.2443209530812568 0.2452965720687044 0.5091831137853589 0.4450045412252746 0.4115041782629668 0.1846743975959827 0.0003264340547698474 -7.230446220957014e-05 -0.0007244946880089773 -0.01118462974627967 0.002502890790767756 0.0248380499082286 0.0003295521795615071 -7.437642454386326e-05 -0.0007366467620176852 -0.01128326623668118 0.002534435215251767 0.02491840057388154 0 0 0 0.01452304502480314 
2.303396339037621 3387 0.003369798338524982 0.003369798338524799 0.000274195045621638 0.2429251842925076 0.007074815707492367 1.086681344162796e-05 0.2445366083673199 0.2451890296876388 0.5089621092179574 0.437594345083143 0.4151924089723539 0.1922715554107956 0.0008341388329734707 -0.0005833861507566074 -0.0006253723630452314 -0.02861683361538592 0.02005320266948084 0.0214327163689773 0.0008399843257475617 -0.000584684904659318 -0.0006281318465438981 -0.02882910323782208 0.02009054717437364 0.02147330378804898 0 0 0 0.009668715919405066 
2.640376172890101 3786 0.003369798338524982 0.003369798338524799 0.0004180548479609483 0.2429251643673783 0.007074835632621684 1.337434503627523e-05 0.2448154624436689 0.2449019066124872 0.5087826771441536 0.4280189255893536 0.4250507345232648 0.1984335185129181 0.0008547328634307427 -0.001040186160332693 -0.0003992727378866772 -0.0294169990101597 0.0356491319988466 0.01382555027907446 0.0008588282270653846 -0.001040188949311977 -0.0004017532589488581 -0.02948077423381585 0.03572094440423886 0.01382194356493095 0 0 0 0.007875362084164238 
2.977356006742581 4182 0.003369798338524982 0.003369798338524799 0.0002696075568721902 0.2429251293824394 0.007074870617560587 7.868349893311905e-06 0.2451359581780856 0.2445798063349242 0.5086896639639261 0.417013370672433 0.4361095868097182 0.2016287849155715 0.0009093951469203176 -0.0007706822707028404 -0.0002178437217770789 -0.03126912789979451 0.02641361605824103 0.007558217397567903 0.0009146725351709222 -0.0007713883094529696 -0.0002198995646170103 -0.03137538712083883 0.026484014403075 0.007579267607656825 0 0 0 0.005714810734951989 
3.314335840595061 4579 0.003369798338524982 0.003369798338524799 0.0002562183305100106 0.2429251272868624 0.007074872713137584 3.100698789773523e-06 0.2453106291779575 0.2444248815253505 0.5085872650175676 0.4110157595803267 0.441429078657297 0.2051448793467398 7.677351228534913e-05 -0.0001470483756246881 -0.0004134759418070072 -0.002639830028597877 0.005044690926721883 0.01420403836561701 7.705408243270431e-05 -0.0001462608430425846 -0.0004177582723059104 -0.002643670965782333 0.005022412034904188 0.01422612208491974 0 0 0 0.00423100782963452 
