1.085830411072212565e+00 6.631852694990847397e-01 5.779288935209965228e-01 2.083333333333333218e-02
1.078919596769543521e+00 4.421048894986693845e-01 6.106363690755475249e-01 2.083333333333333218e-02
8.902575131369010464e-01 7.970945255930771411e-01 8.516109267132805360e-01 2.083333333333333218e-02
7.950513372686591751e-01 7.212248205460206618e-01 5.219119808126192472e-01 2.083333333333333218e-02
1.119645019923497520e+00 8.227441173719346468e-01 1.747023441333975802e-01 2.083333333333333218e-02
2.740356853085423872e-01 1.361656180589136678e-01 7.522367162071863511e-01 2.083333333333333218e-02
1.489092287086820399e+00 7.805925457538378520e-01 8.629522428598460637e-01 2.083333333333333218e-02
1.526020475414405553e+00 4.707885163751399649e-01 7.127346253505620899e-01 2.083333333333333218e-02
3.287991988195408943e-01 6.061067745067055812e-01 2.295429096185268580e-01 2.083333333333333218e-02
1.781876179145518435e+00 5.165683106604710417e-01 4.352853044928137183e-01 2.083333333333333218e-02
5.860102846173024238e-01 7.079605478209476388e-01 4.667473352642159679e-01 2.083333333333333218e-02
1.120329693427373652e+00 1.350822653309026455e-01 5.892069186158733762e-01 2.083333333333333218e-02
1.197101645786924351e+00 5.886749476300239259e-01 8.365089595402566136e-01 2.083333333333333218e-02
1.319700692590291657e+00 3.934601579351210687e-01 4.522492316311672589e-01 2.083333333333333218e-02
1.347501519505440726e+00 1.665043159855296162e-01 6.264647592129646281e-01 2.083333333333333218e-02
1.300038254078596855e+00 2.803734421476626881e-01 2.186024423882637624e-01 2.083333333333333218e-02
6.754615170416899961e-01 3.966473346314888238e-01 5.532325509002253838e-01 2.083333333333333218e-02
8.920409945045799649e-01 8.703501605282465414e-01 1.982173148172546306e-01 2.083333333333333218e-02
4.881082961334176629e-01 2.431597177294554935e-01 6.161071468112604421e-01 2.083333333333333218e-02
5.662044011324501858e-01 4.744523360826989333e-01 3.061894072678820744e-01 2.083333333333333218e-02
3.638050227879792708e-01 2.699082909407072295e-01 4.004499210845644530e-01 2.083333333333333218e-02
1.564413095815952559e+00 1.944684674764047827e-01 7.562748881865929418e-01 2.083333333333333218e-02
2.898063672135517410e-01 8.613150943018250683e-01 4.762271612495070361e-01 2.083333333333333218e-02
1.838304913401342722e+00 5.795078524733264791e-01 6.814415477103787921e-01 2.083333333333333218e-02
1.897385347138471900e-01 3.352952799537772810e-01 2.119823922533197458e-01 2.083333333333333218e-02
6.415465139764381375e-01 2.108685202069683906e-01 3.619705777070984509e-01 2.083333333333333218e-02
8.492457653549613239e-01 1.694785180644948208e-01 6.459580238555984177e-01 2.083333333333333218e-02
1.117107556979894500e+00 3.220870306290794516e-01 5.176297738789138458e-01 2.083333333333333218e-02
2.860120647502599200e-01 5.575927591301025332e-01 8.255496164952956795e-01 2.083333333333333218e-02
6.809837413935774242e-01 6.269528714724585949e-01 2.207800456566640646e-01 2.083333333333333218e-02
1.152118577041062908e+00 1.360815558588492902e-01 7.494461888231670477e-01 2.083333333333333218e-02
1.290895456385619255e-01 6.348442070704745088e-01 3.255893796707249876e-01 2.083333333333333218e-02
1.413549488898895978e+00 8.504929800473906010e-01 3.094711338359681929e-01 2.083333333333333218e-02
5.130852040597538855e-01 8.433346670670469614e-01 4.599034121183674384e-01 2.083333333333333218e-02
1.609101915761733004e+00 6.512717837824407718e-01 3.463896877318096701e-01 2.083333333333333218e-02
1.142904801051384922e+00 7.894826494065967371e-01 6.460031224756390689e-01 2.083333333333333218e-02
1.396072108682868018e+00 5.010043229610825488e-01 8.458634229984447472e-01 2.083333333333333218e-02
1.253182766978779172e+00 4.422567451566196128e-01 5.806815207136759582e-01 2.083333333333333218e-02
1.545813736939114502e-01 3.495275693115332261e-01 6.214649325986194572e-01 2.083333333333333218e-02
6.308864593450308478e-01 5.894950336574548144e-01 4.459829315505393077e-01 2.083333333333333218e-02
3.590418962578083018e-01 3.470307638499899872e-01 5.530567239484591724e-01 2.083333333333333218e-02
1.159784605194704499e+00 5.563633137109306182e-01 6.161772883916596388e-01 2.083333333333333218e-02
1.267448249752969547e+00 4.479923135374302423e-01 8.007145018537227266e-01 2.083333333333333218e-02
7.671296215008847064e-01 4.513642349931003550e-01 7.972085442202180294e-01 2.083333333333333218e-02
1.538391097406034191e+00 6.546155091847777330e-01 1.968387228784950205e-01 2.083333333333333218e-02
1.737590262501051086e+00 6.624663188247428280e-01 8.782923133139654004e-01 2.083333333333333218e-02
3.836132690236390141e-01 7.791622601708957374e-01 2.440571421295842369e-01 2.083333333333333218e-02
1.540369169091477142e+00 5.524013934493998690e-01 4.296140003963830889e-01 2.083333333333333218e-02
2.424519670086177359e-01 6.497168196346274627e-01 4.647698676975355325e-01 2.083333333333333218e-02
1.625620877040341083e+00 1.297165138402931739e-01 3.938166988960926096e-01 2.083333333333333218e-02
